URL,Funciona,Titulo
http://bioinf.scri.sari.ac.uk/cgi-bin/plant_snorna/home,SI,algo salio mal
http://www.prf.or.jp/,SI,algo salio mal
http://prodoric.tu-bs.de/,SI,
http://www.protonet.cs.huji.ac.il/,SI,algo salio mal
http://www.rnai.org/,SI,Gene Ontology Resource
http://ribosome.med.miyazaki-u.ac.jp/,SI,HbVar
http://yeast.gi.k.u-tokyo.ac.jp/,NO,algo salio mal
http://rulai.cshl.edu/SCPD/,SI,Hepatitis C Virus Databases
http://www.seedgenes.org/,SI,KEGG GLYCAN Database
http://snp500cancer.nci.nih.gov/,SI,
http://splicenest.molgen.mpg.de/,SI,
https://string-db.org/.,NO,Page not found – IBB
http://ssd.rbvi.ucsf.edu/,SI,Biosilico: An Integrated Metabolic Database System
http://swissmodel.expasy.org/repository/,SI,HIV Resistance database
http://tcruzidb.org/,NO,HOMSTRAD
http://pranag.physics.iisc.ernet.in/thgs/,SI,
http://plantrepeats.plantbiology.msu.edu/index.html,SI,HERVd
http://gila.bioe.uic.edu/snp/toposnp/,SI,
http://dbtss.hgc.jp/,SI,
http://www.ncbi.nlm.nih.gov/sky/,SI,
http://www.carpedb.ua.edu/,SI,
http://www.chr7.org/,SI,IntAct Portal
http://www.barleybase.org/,SI,NHGRI: X-linked SCID mutation database (IL2RGbase)
http://mgc.nci.nih.gov/,NO,
http://www.ncbi.nlm.nih.gov/genomes/ORGANELLES/organelles.html,NO,The Interactive Fly
http://www.ncbi.nlm.nih.gov/genomes/VIRUSES/viruses.html,SI,Candida Genome Database
http://www.ncbi.nlm.nih.gov/geo/,SI,IntEnz home
http://www.ncbi.nlm.nih.gov/gv/mhc/,SI,Glycosciences.de TOOLS
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=homologene,SI,IMGT Home page
http://www.mpiib-berlin.mpg.de/2D-PAGE/,NO,IMGT Home page
http://www.gramene.org/,SI,
http://www.ebi.ac.uk/goldman-srv/pandit/,SI,
http://www.brassicagenome.net/,SI,
http://www.cbs.dtu.dk/services/GenomeAtlas/,SI,
http://www.reactome.org/,NO,Mediactive Group
http://ezcatdb.cbrc.jp/EzCatDB/,NO,cuticleDB
http://exac.broadinstitute.org/,NO,DG-CST Database
http://mirdb.org,NO,algo salio mal
http://www.idrtech.com/PDB-Ligand/,NO,"
    Protein-protein interaction action web system
  "
http://genolist.pasteur.fr/CandidaDB/,NO,GenDiS 
http://arabidopsis.med.ohio-state.edu/,NO,NHGRI: Lowe Syndrome Mutation Database
http://pdbtm.enzim.hu/,NO,
http://www.gabipd.org/projects/Pomamo/,SI,algo salio mal
http://www.vbase2.org/,SI,Chemistry - Queen Mary University of London
http://ekhidna.biocenter.helsinki.fi/sqgraph/pairsdb/,SI,Chemistry - Queen Mary University of London
https://apex.ipk-gatersleben.de/apex/f?p=116:1,SI,Human Protein Interaction Database
http://snpeffect.switchlab.org,SI,algo salio mal
http://urgi.versailles.inra.fr/OryzaTagLine/,SI,Welcome to H-Invitational database!!
http://edas2.bioinf.fbb.msu.ru/,SI,Receptors Molecular BV - Not Found
https://www.immunobase.org/,SI,"JASPAR -
A database of transcription factor binding profiles
 "
http://3did.irbbarcelona.org/,SI,algo salio mal
http://agd.vital-it.ch/,SI,Home - Protein - NCBI
http://www.plantenergy.uwa.edu.au/applications/ampdb/index.html,SI,miRBase
http://bioinf.scri.sari.ac.uk/cgi-bin/atnopdb/proteome_comparison/,SI,Eurasian Arabidopsis Stock Centre (uNASC)
http://asrp.cgrb.oregonstate.edu/,SI,Pig Expression Data Explorer
http://wishart.biology.ualberta.ca/BacMap/,NO,MBGD: Microbial Genome Database for Comparative Analysis
http://www.imtech.res.in/raghava/bcipep/,SI,
http://www.beetlebase.org,SI,PIRSF [PIR - Protein Information Resource]
http://biosilico.kaist.ac.kr/,SI,
http://www.candidagenome.org/,SI,
http://www.ebi.ac.uk/chebi/,SI,SeedGenes Home Page
http://chicken.genomics.org.cn/,SI,
http://oxytricha.princeton.edu/dimorphism/database.htm,SI,NMPdb: database of Nuclear Matrix proteins
http://cancer.sanger.ac.uk/cancergenome/projects/cosmic/,NO,
http://www.glycosciences.de/tools/,SI,Home - MethBank
http://bioinformatics.biol.uoa.gr/cuticleDB/,SI,
http://www.goldenhelix.org/cypriot/,SI,UCSF Chimera Home Page
http://datf.cbi.pku.edu.cn/,SI,NONCODE
http://globin.bx.psu.edu/dberge/,NO,algo salio mal
http://dgcst.ceinge.unina.it/,SI,CarpeDB: A Comprehensive Database on the Genetics of Epilepsy
http://www.biologie.ens.fr/diatomics/EST/,SI,Division of Cancer Epidemiology and Genetics - NCI
http://dpi.nhri.org.tw/hp/,SI,
http://motif.stanford.edu/distributions/eblocks/,SI,
http://genome.ewha.ac.kr/ECgene/,SI,The Viral Genomes Resource
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=gene,SI,404 Not Found
http://www.flymine.org/,SI,
http://www.gabipd.org/,NO,algo salio mal
http://caps.ncbs.res.in/gendis/home.html,SI,
http://www.ebi.ac.uk/GenomeReviews/,SI,"日本熟妇乱子A片完整版,国产真实乱子伦精品视频,久久国产乱子伦精品免费高清"
http://bioinformatics.biol.uoa.gr/gpDB/,SI,Open Targets Genetics
http://genomics.senescence.info/,SI,
http://www.imtech.res.in/raghava/haptendb/,SI,algo salio mal
http://trbase.ex.ac.uk/,SI,World-2DPAGE Constellation: SWISS-2DPAGE
http://www.h-invitational.jp/,SI,Gramene: A comparative resource for plants
http://bioinfo.nist.gov/hmpd/,SI,The European ribosomal RNA database
http://pbil.univ-lyon1.fr/databases/hoppsigen.html,NO,SKY/M-FISH/CGH Home - NCBI
http://wilab.inha.ac.kr/hpid//,SI,RARGE- RIKEN Arabidopsis Genome Encyclopedia
http://inparanoid.sbc.su.se/,SI,Life Technologies Bioinformatics
http://www.ebi.ac.uk/ipd/mhc/,SI,Menu | SNPeffect 4.0
http://www.ebi.ac.uk/ipd/estdab/,SI,NCBI Taxonomy Homepage
http://www.ebi.ac.uk/ipd/hpa/,SI,NCBI - Gone
http://www.ebi.ac.uk/ipd/kir/,SI,SilkSatDB-A Silkworm Microsatellite Database
http://www.ebi.ac.uk/IPI,SI,DBTSS Home
http://line1.molgen.mpg.de/,SI,Home - HomoloGene - NCBI
http://www.earthworms.org/,SI,SWISS-MODEL Repository
http://mamep.molgen.mpg.de/,SI,Page not found - Center for Data Analytics and Biomedical Informatics
http://genome.ufl.edu/mapperdb/,SI,LncRNAWiki
http://www.imtech.res.in/raghava/mhcbn/,SI,Home - GEO - NCBI
https://www.rostlab.org/services/NMPdb/,SI,   Page not found  : Information & Computational Sciences
http://v6.noncode.org/,SI,algo salio mal
http://www.lamondlab.com/NOPdb/,SI,algo salio mal
http://srs6.bionet.nsc.ru/srs6/,SI,algo salio mal
http://www.oncomine.org/,SI,PROTEIN-PROTEIN INTERFACES
http://bioinformatics.icmb.utexas.edu/OPD/,SI,
http://www.ncbi.nlm.nih.gov/SAGE/,SI,Autism Chromosome Rearrangement Database
http://organelledb.lsi.umich.edu/,SI,The Lafora Gene Mutation Database
http://webdocs.cs.ualberta.ca/~bioinfo/PA/,SI,human and mouse promoter database
http://www.partigenedb.org/,SI,.: Tractor DB :.
http://srs6.bionet.nsc.ru/srs6bin/cgi-bin/wgetz?-page+LibInfo+-newId+-lib+PDBSite,NO,VFDB: Virulence Factor Database
http://icb.med.cornell.edu/services/pdz/start,SI,Inter-Chain Beta-Sheet (ICBS) Database
http://www.plprot.ethz.ch/,NO,IEDB.org: Free epitope database and prediction resource
http://exon.apps.wistar.org/PolyA_DB/v3,SI,AthaMa
http://prophecy.lundberg.gu.se/,NO,Autoimmune Lymphoproliferative Syndrome (ALPS) | NIH: National Institute of Allergy and Infectious Diseases
http://www.wzw.tum.de/proteomik/lactis/,SI,Search
http://www.proteus.cs.huji.ac.il/,SI,Blue Star Sting Suite - Sting Report
http://www.pseudomonas.com/,SI,algo salio mal
http://db.psort.org/,SI,AlzGene
http://pubchem.ncbi.nlm.nih.gov/,SI,Cyclonet
http://rarge.psc.riken.jp/,SI,biovirus.org
http://app.mc.uky.edu/kolab/rogedendo.aspx,SI,AntiJen Database: Homepage
http://www.cdfd.org.in/SILKSAT/index.php,SI,   Page not found  : Information & Computational Sciences
http://spliceinfo.mbc.nctu.edu.tw/,SI,503 Service Temporarily Unavailable
http://bioweb.ensam.inra.fr/spodobase/,SI,"




     

   
   



   Chemical Entities of Biological Interest (ChEBI)
"
http://home.ku.edu.tr/~okeskin/INTERFACE/INTERFACES.html,SI,algo salio mal
http://projects.tcag.ca/autism/,SI,
http://projects.tcag.ca/lafora/,SI,EROP-Moscow
http://library.med.utah.edu/SSUmods/,SI,algo salio mal
http://tpmd.nhri.org.tw/,SI,GENES.MIT.EDU
http://www.tractor.lncc.br/,SI,"見つかりません | 京都大学 大学院医学研究科 人間健康科学系専攻　ビッグデータ医科学分野｜Department of Clinical System Onco-Informatics,  Graduate School of Medicine, Kyoto University"
http://rulai.cshl.edu/tred/,SI,algo salio mal
http://www.mgc.ac.cn/VFs/,SI,algo salio mal
http://viperdb.scripps.edu/,SI,Brutlag Bioiunformatics Group - Licensed Software Download - eBlocks
http://www.yeastrc.org/pdr/,SI,HOINVGEN
http://targetdb.pdb.org/,SI,404 - Error: 404
http://www.athamap.de/,SI,
https://www.niaid.nih.gov/diseases-conditions/autoimmune-lymphoproliferative-syndrome-alps,SI,IRESite: Page home
http://icbs.ics.uci.edu/,SI,algo salio mal
http://xpdb.nist.gov/enzyme_thermodynamics/,SI,Home - Gene - NCBI
http://dpdb.uab.es/,SI,
http://www.uniprot.org/uniparc/,SI,
http://www.uniprot.org/uniref/,SI,
http://www.nenno.it/karyotypedb/,NO,
http://www.iedb.org/,SI,algo salio mal
http://www.cbioportal.org/public-portal/,NO,TRBase
http://pford.info/refolddb/?lang=EN,NO,Human Ageing Genomic Resources
http://vega.sanger.ac.uk/,SI,InterMine 2.0 BlueGenes
http://sms.cbi.cnptia.embrapa.br/SMS/STINGm/SMSReport/,SI,Genome reviews < EMBL-EBI
http://www.alzgene.org/,SI,algo salio mal
http://www.nursa.org/,SI,algo salio mal
http://www.tcdb.org/,SI,"Thermodynamics Research Center
- Thermophysical Properties Division, NIST"
http://wolfe.gen.tcd.ie/ygob/,SI,Modomics - A Database of RNA Modifications
http://www.yeastract.com/,NO,"MulPSSM - a searchable database of multiple PSSMs of structural
and sequence families"
http://www.cags.org.ae/,SI,404 Not Found
http://cyclonet.biouml.org/,SI,algo salio mal
http://genome.crg.es/datasets/abs2005/,SI,PeptideAtlas
http://pc1664.pharmazie.uni-marburg.de/affinity/,SI,IPD Database
http://www.biovirus.org/,SI,
http://www.ddg-pharmfac.net/antijen/AntiJen/antijenhomepage.htm,SI,
http://www.thebiogrid.org,NO,
http://www.ebi.ac.uk/biomodels/,NO,IPD-KIR Database
http://fantom31p.gsc.riken.jp/cage/mm5/,SI,IPD Database
http://genome.ewha.ac.kr/ChimerDB/,SI,International Protein Index < EMBL-EBI
http://chloroplast.cbio.psu.edu/,SI,PEC (Profiling of E.coli Chromosome)
http://www.cisred.org/,SI,IPD-MHC Database
http://www.cybase.org.au/,NO,PPD database
http://www.transcriptionfactor.org/,SI,PHI-base :: Pathogen Host Interactions
http://dbtgr.hgc.jp/,NO,
http://www.dpvweb.net/,NO,Earthworm Genomics at earthworms.org
http://www.drugbank.ca/,NO,algo salio mal
http://www.emouseatlas.org/emage/,NO,
http://rostlab.org/services/epitome/,SI,Oncomine Next-Generation Sequencing Solutions for Precision Oncology Research
http://erop.inbi.ras.ru/,SI,algo salio mal
http://bioinformatik.wzw.tum.de/index.php?id=63&L=1,NO,404 Not Found
http://flyRNAi.org/,SI,TreeFam: Home page
http://pharminfo.pharm.kyoto-u.ac.jp/services/glida/,SI,algo salio mal
http://bioinformatics.ramapo.edu/GRSDB2/,SI,OldBioinformaticsServerOPD/ - Marcotte Lab
http://hollywood.mit.edu/,SI,ShiBASE - an integrated database for comparative genomics of Shigella
http://www.bioinfo.org.cn/hptaa/,SI,Page Not Found
http://ccg.vital-it.ch/htpselex/,SI,
http://www.genpat.uu.se/mtDB/,NO,SRS6
http://www.genetrap.org/,SI,algo salio mal
http://img.jgi.doe.gov/,NO,algo salio mal
http://caps.ncbs.res.in/imotdb/,NO,:::ORGANELLE DB:::
http://pbil.univ-lyon1.fr/databases/hoinvgen/HOINVGEN.html,SI,404 Not Found
http://www.iresite.org/,SI,i2d
http://www-is.biotoul.fr/,SI,SAGEmap
http://bioinfo.curie.fr/ittaca/,SI,
http://leger2.gbf.de/cgi-bin/expLeger.pl,SI,algo salio mal
http://www.lipidmaps.org/data/proteome/index.cgi,SI,algo salio mal
http://locate.imb.uq.edu.au/,SI,404 Not Found
http://mips.gsf.de/genre/proj/mfungd/,NO,MACiE Home Page
http://genesilico.pl/modomics/,SI,PSORTdb :: Home
http://mulpssm.mbu.iisc.ernet.in/,SI,
http://www.bioinfo.org.cn/NPInter/,SI,"
		The Pseudomonas Genome Database - Genome annotation and comparative genome analysis
	"
http://operondb.jp/,SI,
http://orygenesdb.cirad.fr/,SI,algo salio mal
http://www.panzea.org/,SI,algo salio mal
http://www.peptideatlas.org/,SI,probeBase 2016 | An online resource for rRNA-targeted oligonucleotides
http://www.phi-base.org/,SI,RNA STRAND
http://www.bioinfodatabase.com/pint/,SI,
http://www.ddg-pharmfac.net/ppd/PPD/pKahomepage.htm,SI,algo salio mal
http://www.ebi.ac.uk/pride/archive/,SI,PubChem
http://pmrc.med.mssm.edu:9090/QTL/jsp/qtlhome.jsp,SI,Pathguide: the pathway resource list
http://rapdb.dna.affrc.go.jp/,SI,Home
http://rmd.ncpgr.cn/,SI,GBshape - The Genome Browser for DNA Shape
http://codex.cshl.org/,NO,algo salio mal
http://www.mgc.ac.cn/ShiBASE/,SI,algo salio mal
http://mips.gsf.de/simap/,NO, Viral Genomes 
http://www-snorna.biotoul.fr/,NO,GENSAT Brain Atlas of gene expression in EGFP Transgenic Mice
http://stellabase.org/,SI,"
DroSpeGe: Drosophila Species Genomes "
http://ted.bti.cornell.edu/,NO,EHSL - Spencer S. Eccles Health Sciences Library - 404 - the URL you submitted cannot be found.
http://www.ciliate.org/,SI,Welcome to DroID: The Comprehensive Drosophila Interactions Database
http://maize.tigr.org/,NO,
http://www.treefam.org/,SI,algo salio mal
http://archaea.ucsc.edu/,NO,
http://greengenes.lbl.gov/,SI,Untitled Document
http://www.unil.ch/comparativegenometrics/,SI,
http://dbptm.mbc.nctu.edu.tw/,SI,
http://dbRIP.brocku.ca/,SI,404 - File or directory not found.
http://www.drastic.org.uk/,SI,
http://endonet.bioinf.med.uni-goettingen.de/,NO,YRC Public Data Repository - Welcome!
http://gpxmea.gti.ed.ac.uk/,NO,SilkSatDB (JavaScript: Redirect)
http://www.ddg-pharmfac.net/dsd/DSD/dehydrog.htm,SI,eSLDB
http://www.ebi.ac.uk/thornton-srv/databases/MACiE/,SI,
http://www.mammibase.lncc.br/,NO,TassDB - TAndem Splice Site DataBase
http://mirnamap.mbc.nctu.edu.tw/,SI,TCDB » HOME
http://www.USherbrooke.ca/vers/MtbRegList/,NO,RCSB PDB: Homepage
http://ophid.utoronto.ca/i2d/,SI,
http://pathguide.org/,SI,* in UniRef
http://www.expasy.org/tools/scanprosite/,NO,Wolfe Laboratory
http://www.rnasoft.ca/sstrand/,SI,algo salio mal
http://rnrdb.molbio.su.se/,SI,PAthogenisity Island DataBase (PAI DB)
http://bioinf.charite.de/superdrug/,SI,Putative Orthologous Groups Database v2.0 | A Comparative Genomics Resource
http://bioinformatics.charite.de/supernatural,SI,UniParc
http://tiprod.bioinf.med.uni-goettingen.de/,SI,
http://www.treebase.org/,SI,algo salio mal
http://www.liuweibo.com/sarsdb/,SI,
https://www.ncbi.nlm.nih.gov/genome/viruses/,SI,Vega Genome Browser
http://euL1db.unice.fr,SI,
http://rohsdb.cmb.usc.edu/GBshape/,SI,
http://www.ncbi.nlm.nih.gov/CCDS/,SI,
http://tbestdb.bcm.umontreal.ca/searches/welcome.php,SI,404 Not Found
http://www.era7.com/ExtraTrain/,SI,Nursa – Stay Educated > Stay Healthy
http://pir.georgetown.edu/iprolink/,SI,algo salio mal
http://pir.georgetown.edu/iprolink/biothesaurus/,SI,ABS: a database of Annotated regulatory Binding Sites from orthologous promoters v 1.0
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?CMD=search&DB=genomeprj,SI,
http://paramecium.cgm.cnrs-gif.fr/db/index,SI,
http://www.gensat.org/,SI,Database of Structurally inferred Antigenic Epitopes in Proteins - [Main]
http://soybase.org/,SI,HOWDYをリニューアルしてHOWDY-Rとしました - NBDC
http://www.binfo.ncku.edu.tw/TAG/GeneDoc.php,SI,Gentaur Transcription Factor
http://www.cpndb.ca,SI,Animal Genome Size Database:: Home
http://insects.eugenes.org/DroSpeGe/,SI,"Plant DNA C-values Database | Royal Botanic Gardens, Kew"
http://wfleabase.org/,NO,StackPath
http://www.plantontology.org/,SI,WormBook
http://www.tassdb.info/,SI,GRS Database | About
http://www.droidb.org/,SI,Struts Problem Report
http://www.umbc.edu/codon/sgdb/index.php,SI,
http://gpcr.biocomp.unibo.it/esldb/,SI,
http://www.oridb.org/,SI,
http://www.cdfd.org.in/insatdb/,SI,algo salio mal
http://atted.jp/,SI,Search
http://www.GABI-Kat.de/,SI,
http://pig.genomics.org.cn/,SI,algo salio mal
http://genome.crg.es/cgi-bin/u12db/u12db.cgi,SI,algo salio mal
http://plantta.tigr.org/,SI,algo salio mal
http://www.paidb.re.kr/about_paidb.php,SI,"IGTC, International Gene Trap Consortium"
http://defensins.bii.a-star.edu.sg/,SI,algo salio mal
http://regtransbase.lbl.gov/,SI,Small RNAs in Rice and Maize
http://pogs.uoregon.edu/,SI,ENCODE at UCSC
http://www.mapuproteome.com/,SI,Page Not Found
http://cbio.mskcc.org/cancergenes/,SI,Glycosciences.de GlycoMapsDB
http://mampol.uab.es/,SI,algo salio mal
http://www.systomonas.de/,SI,ExpLeger
http://www.zbi.ee/fungal-genomesize/,NO,404 Not Found
https://cvalues.science.kew.org,SI,
http://www.genomesize.com/,SI,algo salio mal
http://compbio.uthsc.edu/,SI,PGSB
http://www.unihi.org/,SI,
http://www.wormbook.org/,SI,Apache Tomcat/5.5.26
http://gene.fudan.edu.cn/snoRNAbase.nsf,SI,Panzea
http://www.everest.cs.huji.ac.il/,SI,algo salio mal
http://bioinformatics.charite.de/superhapten/,SI,algo salio mal
http://enhancer.lbl.gov/,SI,Accès interdit!
http://eupathdb.org/eupathdb/,NO,Operon database v4
http://polydoms.cchmc.org/,SI,Pseudogene.org
http://www.agbase.msstate.edu/,SI,www.peroxisomedb.org
http://www.animalgenome.org/QTLdb/,SI,PathoPlant
http://csdb.glycoscience.ru/bacterial/,NO,
http://www.bindingdb.org/,NO,
http://www.cellcircuits.org/,NO,SNAPPI Viewer
http://phylogenomics.berkeley.edu/,NO,PRIDE - Proteomics Identification Database
http://sundarlab.ucdavis.edu/smrnas/,SI,
http://comparasite.hgc.jp/,SI,ChemDB Web Interface Index
http://genome.ucsc.edu/ENCODE,SI,algo salio mal
http://firedb.bioinfo.cnio.es/,SI,algo salio mal
http://www.glycosciences.de/modeling/glycomapsdb/,SI,
http://www.hmdb.ca/,SI,
http://www.hsls.pitt.edu/guides/genetics/obrc/,SI,TGD | Tetrahymena Genome Database Wiki
http://influenza.psych.ac.cn/,SI,algo salio mal
http://phenome.jax.org/,SI,OncoDB.HCC - Oncogenomic Database of Hepatocellular Carcinoma 
http://natsdb.cbi.pku.edu.cn/,SI,algo salio mal
http://www.orenza.u-psud.fr/,SI,RAP-DB | HOME
http://www.pathoplant.de/,SI,algo salio mal
http://www.patricbrc.org//,SI,dbRIP - Home
http://www.peroxisomedb.org/,SI,DRASTIC Home
http://www.biocomputing.it/phospho3d/,NO,www.bacteriome.org
http://genomequebec.mcgill.ca/PReMod/,NO,ChromDB::Chromatin Database
http://www.pristionchus.org/,NO,algo salio mal
http://www.pseudogene.org/,SI,LiuweiBo.com is for sale | HugeDomains
http://sisyphus.mrc-cpe.cam.ac.uk/,SI,algo salio mal
http://www.compbio.dundee.ac.uk/SNAPPI/downloads.jsp,SI,Proteomics of Lactococcus lactis IL1403
http://www3.imperial.ac.uk/theoreticalgenomics/data-software/,SI,algo salio mal
http://suba.plantenergy.uwa.edu.au/,SI,
http://www.swissregulon.unibas.ch/,SI,algo salio mal
http://biosrv.cab.unina.it/tomatestdb/,SI,algo salio mal
http://mgan.geni-act.org/â€‹,NO,Human Intermediate Filament Database
http://www.findbase.org/,SI,Era7:Game of Truth
http://www.interfil.org/,SI, euL1db - The European database of L1-HS retrotransposon insertions in humans
http://microkit.biocuckoo.org,NO,
http://www.imgt.org,SI,algo salio mal
http://cdb.ics.uci.edu/,SI,GenoList genome browser
http://chembank.broadinstitute.org/,SI,CCDS Report for Consensus CDS
http://neibank.nei.nih.gov/,SI,cpnDB: A Chaperonin Database
http://oncodb.hcc.ibms.sinica.edu.tw/,SI,
http://www.ncrna.org/,SI,BioThesaurus [PIR - Protein Information Resource]
http://plasmid.hms.harvard.edu/,SI,Home - IMPC | International Mouse Phenotyping Consortium
http://mips.gsf.de/proj/plant/jsf/,SI,HEG-DB
http://www.vectorbase.org,NO,Tumor Associated Gene (TAG)
http://mint.bio.uniroma2.it/mint/,SI,LigASite database of binding sites
http://mint.bio.uniroma2.it/domino/,SI,BioProject - NCBI
http://euhcvdb.ibcp.fr/,SI,algo salio mal
http://tandem.bu.edu/cgi-bin/trdb/trdb.exe,SI,Apache2 Ubuntu Default Page: It works
http://genometrafac.cchmc.org/,SI,ERROR: The requested URL could not be retrieved
http://vita.mbc.nctu.edu.tw/,SI,GABI-Kat Home
http://people.biochem.umass.edu/fournierlab/3dmodmap/,SI,
http://gemdock.life.nctu.edu.tw/3D-Interologs/,NO,"
Group I intron Sequence and Structure Database
"
http://4dx.embl.de/4DXpress/,SI,ATTED-II: Home
http://www.cienciavida.cl/alterorf/,SI,MALISAM
http://protchem.hunnu.edu.cn/toxin/,SI,
http://services.bio.ifi.lmu.de:1046/AutoPSIDB/,SI,MSY Breakpoint Mapper (@frodo)
http://www.bacteriome.org/,SI,MethyCancer Home
http://bindingmoad.org,NO,U12DB
http://www.viprbrc.org,SI,
http://urgv.evry.inra.fr/GEM2NET,NO,algo salio mal
http://cebs.niehs.nih.gov/,SI,ORegAnno Temporary Homepage
http://cfgp.riceblast.snu.ac.kr/,SI,
http://www.chromdb.org/,SI,
https://bioinformatics.cs.vt.edu/cmgs/CMGSDB/,SI,algo salio mal
http://mips.gsf.de/genre/proj/corum/,NO,algo salio mal
http://coxpresdb.jp/,SI,The Plant Organelles Database 3
http://insulatordb.uthsc.edu/,SI,PhylomeDB
http://www.cyclebase.org,SI,HTML Meta Tag
http://webclu.bio.wzw.tum.de/dima/,SI,503 Service Temporarily Unavailable
http://eggnog.embl.de/,SI,
https://www.mousephenotype.org/,SI,RNA FRABASE - RNA FRAgments search engine & dataBASE
http://flysnp.imp.ac.at/,SI,algo salio mal
http://funsimmat.bioinf.mpi-inf.mpg.de/,SI,algo salio mal
http://birdbase.net/,SI,Die besten Nahrungsergänzungsmittel auf dem Markt
http://genolist.pasteur.fr/,SI,Telomerase Database
http://www.rosaceae.org,SI,
http://www.rna.whu.edu.cn/gissd/,SI,Center for Arab Genomic Studies - A Division of Sheikh Hamdan Award for Medical Sciences - CAGS
http://www.glycostructures.jp/,NO,.:TOPDB:.
https://v5.greenphyl.org,SI,Redfly Database
http://gydb.org/,NO,
http://genomes.urv.cat/HEG-DB/,SI,
http://hemeprotein.info/heme.php,NO,404 Not Found
http://prism.ccbb.ku.edu.tr/hotsprint/,NO,Apache HTTP Server Test Page powered by CentOS
https://img.jgi.doe.gov/m/,SI,
http://its2.bioapps.biozentrum.uni-wuerzburg.de/cgi-bin/index.pl?about,NO,HPIDB 3.0
http://ligasite.org/,SI,No Site
http://m3d.bu.edu/,SI, Guru Gobind Singh Indraprastha University 
http://prodata.swmed.edu/malisam/,SI,Index of /
http://caps.ncbs.res.in/MegaMotifbase/index.html,NO,Animal QTL Database
http://metacrop.ipk-gatersleben.de/,SI,scPDB - An Annotated Database of Druggable Binding Sites from the Protein DataBank
http://methycancer.psych.ac.cn/,SI,algo salio mal
http://www.microrna.org/,SI,FireDB - firestar
http://genome.ewha.ac.kr/miRGator/miRGator.html,SI,Human Metabolome Database
http://breakpointmapper.wi.mit.edu/,SI,The Phaeodactylum tricornutum Digital GeneExpression Database
http://www.mugen-noe.org/database/,SI,Page not found | HSLS
http://mutdb.org/,SI,MPD:  Mouse Phenome Database: Welcome 
http://narcisse.toulouse.inra.fr/,SI,
http://networkin.info/,SI,algo salio mal
http://bioinfo.lifl.fr/norine/,SI,algo salio mal
http://genserv.anat.ox.ac.uk/,NO,algo salio mal
http://www.oreganno.org/,SI,[page-title] < [service-name] < EMBL-EBI
http://orthodb.org,NO,algo salio mal
http://idm.fudan.edu.cn/PBmice/,SI,404 Not Found
http://phosphat.mpimp-golm.mpg.de/,NO,Apache Tomcat/7.0.42 - Error report
http://www.phylomedb.org,SI,
http://pirnabank.ibab.ac.in/,NO,Inparanoid
http://podb.nibb.ac.jp/Organellome/,SI,algo salio mal
http://dayhoff.generationcp.org/,SI,FINDbase
http://fgp.huck.psu.edu/tribedb/index.pl,SI,
http://ppdb.agr.gifu-u.ac.jp,SI,Imperial College London
http://www.pptdb.ca/,NO,algo salio mal
http://www.ebi.ac.uk/thornton-srv/databases/procognate/index.html,NO,ChemBank
http://services.bio.ifi.lmu.de/ProSAS/,SI,SUBA4
http://protozoadb.biowebdb.org/,SI,algo salio mal
http://q4md-forcefieldtools.org/REDDB/,SI,IMGT Home page
http://redfly.ccr.buffalo.edu/,SI,Dinucleotide property database
http://rnafrabase.ibch.poznan.pl/,SI,No Site
http://rnajunction.abcc.ncifcrf.gov/,SI,"Bioinformatics Tools and Databases for Functional RNA Analysis – ncRNA.org is the portal site for bioinformatics tools and databases spcialized for functional RNAs. The developments in this cite were partially supported by ""The Functional RNA Project"" funded by New Energy and Industrial Technology Development Organization (NEDO), Japan."
http://www.selenodb.org/,SI,UNIL - Erreur 404
http://rapeseed.plantsignal.cn/,SI,euHCVdb: the European hepatitis C virus database
http://smedgd.neuro.utah.edu/,SI,403 Forbidden
http://stitch.embl.de,NO,404 Not Found
http://mlstoslo.uio.no/,NO,algo salio mal
http://insilico.charite.de/supertarget/,NO,Tandem Repeats Database
http://telomerase.asu.edu/,SI,algo salio mal
http://www.itb.cnr.it/cellcycle/,SI,BodyParts3D/Anatomography : Select parts and Make Embeddable Model of Your Own.
https://tma.im/cgi-bin/home.pl,NO,algo salio mal
http://topdb.enzim.hu,SI,algo salio mal
http://www.signaling-gateway.org/molecule/,SI,algo salio mal
http://ipu.ac.in/usbt/UgMicroSatdb.htm,SI,algo salio mal
http://medaka.utgenome.org/,SI,PPDB
http://www.utrome.org/,SI,algo salio mal
http://www.violinet.org,SI,CTCFBSDB 2.0: A database for CTCF binding sites and genome organization
http://alk.ibms.sinica.edu.tw/,SI,autoSNPdb :: ACPFG Bioinformatics Group
http://www.xenbase.org,SI,PhytAMP Database
http://bioinfo-pharma.u-strasbg.fr/scPDB/,SI,
http://www.aphidbase.com/,SI,algo salio mal
http://www.buchnera.org/,SI,
http://www.jncasr.ac.in/cremofac/,SI,
http://dockground.bioinformatics.ku.edu/,NO,
http://drtf.cbi.pku.edu.cn/,SI,
http://ecrbase.dcode.org/,SI,
http://www.sebida.de/,NO,
http://www.ebi.ac.uk/uniprot/unisave/,SI,
http://bactibase.pfba-lab-tun.org/main.php,SI,
